107	5502	340
973	5173	85
2	2036	315
1000	8806	250
35	4657	450
721	2377	20
945	8217	140
788	9738	60
869	1619	90
264	9194	540
638	7799	360
873	7581	245
706	2284	50
714	8567	435
487	7210	670
667	8490	170
719	6753	40
439	8398	285
852	8363	250
437	9827	345
998	8503	560
267	2653	65
783	8066	180
987	4223	385
4	5854	165
526	977	360
769	4506	375
937	4169	485
373	8712	510
772	3641	590
68	7545	390
330	2338	185
777	2771	385
492	326	485
797	181	590
348	6253	110
123	2064	150
219	1556	290
66	8517	705
295	9897	255
455	2152	720
777	7645	270
883	1836	725
162	5000	425
536	511	10
93	5257	335
740	8102	260
332	6453	705
269	4768	5
921	6310	290
687	788	175
418	4251	300
976	9247	580
799	936	720
809	6075	530
578	5198	170
293	8552	665
7	4638	480
228	5544	535
445	6245	745
326	8190	360
276	3865	640
914	800	590
679	2697	255
424	1402	265
409	7200	500
740	2276	260
947	8982	345
123	182	110
383	6058	450
783	510	280
293	462	720
842	9559	125
866	5321	650
439	863	210
630	2618	195
794	3343	730
123	2103	145
959	1176	465
863	3575	700
825	9825	335
754	1357	540
151	5007	235
527	1141	230
336	6625	75
74	4921	210
73	25	730
238	4012	540
824	6963	135
251	6836	720
665	3905	190
378	1546	375
123	169	485
588	8846	495
834	9354	340
337	275	425
173	1201	160
452	9737	340
579	9813	240
446	8458	690
928	1168	90
844	6422	375
348	6696	620
13	4638	650
3	8249	110
463	5551	470
127	2715	235
958	4291	655
895	1409	385
850	89	65
430	7816	330
69	1292	560
781	3367	185
708	4880	330
9	2570	615
890	7934	65
282	7023	360
657	6419	420
451	158	720
702	4092	15
217	9586	620
247	6801	285
736	7448	130
539	3990	590
427	3058	120
550	6925	345
486	9969	650
720	1707	250
429	8744	10
359	2961	420
934	316	545
648	7800	45
916	2452	420
125	163	605
5	4918	5
471	3634	375
503	8313	475
291	2008	660
298	1407	340
877	8879	240
147	5312	640
578	669	15
147	2619	80
484	6729	725
544	6536	335
661	6999	475
393	6975	10
568	4249	460
500	1287	345
166	6438	35
754	5727	95
352	9377	55
477	519	375
289	5817	240
32	1863	265
194	9270	640
272	8709	725
353	8068	125
741	1198	330
760	9076	470
574	9511	525
453	9757	20
699	2958	595
136	655	445
71	4313	740
347	6461	495
679	6597	245
959	2490	425
12	181	245
298	6839	440
125	2129	750
216	6230	530
269	6009	630
651	4325	370
852	111	505
281	3458	145
279	9275	35
917	8909	640
317	5804	160
434	4598	475
43	8718	680
375	3533	530
475	5404	270
32	992	25
434	2675	145
313	2948	230
920	6110	115
612	3307	355
408	7654	130
192	3860	485
436	7643	105
723	7295	720
748	4318	575
610	8765	260
201	6318	35
957	2376	200
284	5002	585
511	244	425
583	9231	255
958	1649	275
76	6839	675
225	2063	675
525	3787	210
528	7003	500
372	826	65
119	1742	120
637	531	435
922	2316	615
550	3449	495
842	2146	520
384	9284	405
488	4320	25
499	9860	605
411	3244	135
886	9622	170
663	2601	60
934	605	180
576	5790	415
396	8934	250
148	4706	590
558	412	580
342	9938	180
222	266	430
600	5857	530
945	9276	170
734	3143	620
112	8407	470
563	4112	385
389	3753	740
371	1521	480
579	1523	50
954	6141	340
610	4353	45
756	5185	325
370	4989	0
973	5304	720
279	9918	230
174	9947	530
270	6284	20
379	6854	395
848	6234	235
932	7769	480
573	131	285
624	7572	530
257	819	365
337	1367	25
257	9411	230
339	1584	385
286	2461	715
477	8266	700
541	4255	585
822	1226	70
965	6023	510
90	4369	505
393	3939	365
560	4883	380
193	8594	230
8	6608	345
879	1457	305
448	3240	480
516	9337	610
628	8717	720
953	219	140
43	6637	740
175	3244	625
741	2278	480
690	2599	435
808	5391	420
641	3941	545
809	4123	725
310	1200	645
609	737	705
513	8845	590
840	1865	400
161	1255	450
947	3104	395
329	8449	605
721	1396	640
768	1446	490
906	4898	585
869	9601	65
224	8895	75
606	8834	530
794	5113	610
898	112	350
368	7776	615
6	3472	155
227	1236	595
665	6033	580
309	8043	420
984	3950	590
334	2213	335
939	7125	680
459	9120	425
404	7275	240
480	6290	190
115	5191	635
544	9902	70
670	9285	75
497	1322	360
843	6155	200
82	8647	20
998	5459	720
24	367	95
977	6745	285
829	5837	550
884	6704	30
69	4412	430
753	6591	55
525	322	240
304	1424	190
382	5834	325
74	7815	90
733	9167	420
10	7439	245
447	1002	50
139	3720	325
15	9452	45
350	9390	690
274	2084	595
945	7892	400
907	6216	105
529	5789	405
708	4440	510
827	7824	190
796	2065	475
571	9166	90
30	130	380
303	1582	55
962	1969	230
756	5653	625
888	2314	395
585	8260	620
265	3898	65
683	2730	175
704	1547	725
172	8381	735
285	813	5
523	7580	415
514	6042	5
954	9412	565
653	4475	715
282	4983	550
516	1170	475
180	1391	225
286	1353	255
145	4186	295
293	5119	150
285	9867	160
682	8871	500
734	3236	600
591	7805	190
281	3512	0
586	2863	715
693	2935	345
766	1719	565
411	4869	350
401	767	625
949	9422	10
824	8145	120
276	6292	55
881	2022	275
789	4045	335
947	7359	735
658	8520	425
419	2324	370
702	5987	560
13	4606	395
287	2005	380
694	3856	490
320	5970	185
8	1159	55
726	3318	140
685	3423	715
963	2760	455
978	2634	140
690	2325	170
686	632	685
290	4665	575
458	1185	265
473	5846	485
441	668	590
482	1162	275
174	4312	10
74	1930	25
359	2308	470
796	7026	410
849	9460	635
911	2131	120
169	4914	25
625	6416	250
54	5523	80
203	4084	480
568	6670	355
258	8749	515
39	117	480
641	5255	595
494	7490	415
744	4651	265
906	6372	635
767	7760	410
242	7466	330
245	1018	235
827	2811	210
65	8325	10
327	8253	725
79	2363	150
866	4953	675
436	4277	500
610	7253	730
806	3240	170
260	3146	385
271	3138	395
189	8864	110
788	4378	615
593	6234	475
65	4660	640
537	9882	5
660	1632	305
12	5177	155
150	4835	655
940	3103	540
88	5375	685
259	1831	585
330	169	60
833	3935	690
677	5663	225
167	8702	530
875	532	180
577	7091	170
941	4721	245
608	4651	225
738	3701	470
657	430	195
628	9071	100
914	1568	170
401	7802	640
785	1357	580
758	4293	175
560	1352	265
144	5531	275
562	8638	335
335	5332	120
455	8406	110
806	7774	90
764	2047	60
556	4847	295
713	4796	210
509	3857	430
224	7875	210
295	1652	370
608	1220	50
246	804	470
411	7328	605
295	3695	680
185	3761	425
717	8295	200
554	1179	30
388	7822	210
880	6834	655
266	5763	395
779	1116	665
892	8683	210
465	9095	485
786	8859	305
257	8686	155
616	4071	170
812	8796	15
458	8337	510
132	8826	205
765	1224	175
70	5281	540
634	3641	340
876	4150	665
180	6284	140
126	3110	660
569	6742	355
188	4665	690
569	6587	125
209	2675	65
62	6616	15
782	7060	330
885	2540	40
517	9770	230
161	2850	295
160	7007	225
690	3547	710
870	6151	25
516	6524	615
389	803	720
110	7877	440
774	7579	520
756	9897	100
363	5750	695
565	7465	480
134	2778	580
740	6182	85
981	8926	695
549	1111	590
712	2536	95
874	1393	135
789	108	615
412	3062	100
316	9303	275
213	205	40
787	601	320
194	2394	630
202	1126	60
994	676	20
800	3462	445
782	9472	35
63	2480	460
226	5144	295
940	4035	455
458	7413	30
785	28	385
2	8925	685
566	1494	170
90	7380	665
323	4601	570
876	5003	305
283	8518	540
707	7383	395
560	7534	690
326	8442	270
427	1408	600
697	5025	300
565	186	720
768	854	575
988	6728	10
922	7412	380
157	8821	700
150	4464	400
599	1695	215
582	7316	115
699	9589	425
257	5138	435
150	1459	255
253	2007	90
455	7196	670
762	5839	595
223	4421	0
902	8502	275
898	6043	505
613	1705	680
15	8197	300
655	3318	650
745	8365	280
6	1592	450
259	6330	630
529	464	500
11	2544	305
177	6122	470
852	4551	60
345	6991	370
463	6345	710
497	4956	180
32	9145	550
273	6707	480
46	823	75
511	5136	135
912	3871	350
817	4563	65
90	8223	135
793	4089	585
412	711	655
961	5429	400
969	8966	695
497	3914	80
938	2664	625
998	142	630
987	4103	25
620	7230	535
313	8115	345
857	9003	170
884	6242	305
933	7580	505
712	6148	390
91	5905	180
78	2752	105
437	4790	50
6	1522	695
476	4227	50
368	7926	665
810	1176	710
624	5873	250
924	597	510
876	387	40
52	5014	55
457	7960	80
876	8147	75
87	6251	375
91	5797	290
654	8174	50
170	1935	440
828	7290	150
851	2155	530
928	2484	720
783	3944	260
464	4661	325
838	6053	115
222	8904	310
564	6216	725
992	1950	425
222	2365	250
974	8250	715
634	3883	465
807	4620	240
997	5625	165
934	6860	610
361	4175	180
441	9532	35
940	1805	45
4	1951	165
227	1022	470
132	9017	670
444	7508	405
225	1258	585
206	4898	280
815	2285	270
569	5880	600
478	6260	390
529	2192	490
633	5580	65
751	9515	210
377	5763	160
398	4954	500
137	9512	370
843	8154	300
194	5532	670
389	2549	130
58	6134	655
590	8763	30
750	48	40
752	1042	260
529	8006	455
431	7309	65
948	3610	0
148	246	715
290	4927	685
596	9249	335
745	4384	540
162	6958	170
458	816	740
85	6009	465
102	2253	140
549	6234	690
455	2272	280
491	2125	500
381	2302	505
727	3395	145
98	175	645
28	6286	120
806	3507	175
307	7749	490
528	4838	685
713	5368	450
654	9788	330
462	5020	465
539	4812	350
693	8739	450
489	1111	5
544	1145	175
549	120	535
917	9822	570
147	55	495
899	7955	460
184	2757	265
248	1652	345
966	4959	540
357	1558	370
392	7538	415
349	8077	270
511	3052	490
314	5734	680
245	6108	730
211	8318	235
505	4534	180
804	4379	520
252	865	65
586	4043	360
558	3569	515
585	797	400
954	3451	670
251	2754	200
935	3008	50
378	797	630
364	3529	510
558	7484	485
323	2560	475
500	6063	220
623	9299	340
327	6069	40
165	8114	320
86	2968	225
394	2407	525
769	458	290
355	241	710
15	5098	625
864	7786	5
553	3475	60
745	2286	45
232	1159	115
812	6662	245
429	482	450
11	2264	725
717	1850	695
802	6922	660
928	8894	330
644	465	420
542	8432	680
685	2969	670
277	8140	630
25	3501	175
956	4150	715
199	424	125
197	739	390
758	8972	425
970	1737	495
285	4328	175
973	3497	665
712	8092	470
421	3483	180
795	8948	495
808	399	660
68	5481	95
363	9074	535
713	1374	745
502	2512	525
163	359	595
901	4699	65
351	2708	420
52	390	75
919	3641	240
42	4154	470
825	8643	110
319	2098	575
389	5767	310
7	7041	25
692	7127	465
290	7284	285
719	2921	150
541	4995	555
85	401	485
906	2743	680
344	9925	610
797	8391	340
543	5172	50
959	7171	500
330	1659	575
881	5625	300
980	9713	170
360	7247	715
412	7476	455
673	2176	185
919	4246	265
977	494	655
331	8544	100
885	1683	610
193	6033	350
653	5366	550
702	286	80
158	2871	495
264	4124	135
977	7710	210
755	3422	220
938	8274	300
812	4150	570
634	4444	225
468	7756	400
698	6539	300
793	4050	710
52	4760	540
456	464	135
876	7363	350
581	5421	355
87	8118	390
777	912	105
739	4754	615
75	4843	290
372	2262	155
150	4160	405
209	7982	750
417	5490	685
320	5690	525
6	2268	130
170	4595	195
987	51	445
159	4385	100
455	8404	380
946	4697	520
823	4451	0
422	8075	220
450	18	450
472	3291	750
734	5866	720
159	104	705
871	5596	365
449	4340	705
893	8039	320
941	4833	560
286	1357	245
592	3640	265
50	7533	610
56	3575	390
841	4087	565
42	4553	560
996	523	0
886	4965	430
544	9772	20
456	8097	10
614	8642	75
896	2753	335
906	6765	740
954	2784	325
381	5892	580
879	9377	230
115	7723	30
491	3007	285
515	6699	605
220	9328	15
333	1685	45
223	441	240
293	3857	225
497	7463	10
121	9940	565
669	5846	460
902	910	585
443	1222	315
889	9475	640
975	3964	600
957	983	270
58	4780	450
713	5983	450
740	7143	30
934	8011	610
702	607	270
298	2983	520
629	7550	145
927	233	690
198	4317	165
467	9770	0
601	4094	425
11	3248	225
646	9228	525
814	8798	35
949	1899	565
316	5335	195
48	3811	300
716	4416	540
825	4645	710
815	2784	470
152	1053	225
137	9262	85
827	1945	555
529	1612	455
551	1134	100
834	9667	215
1	704	705
1000	8821	470
699	3139	635
496	5044	470
735	3916	430
381	4783	205
35	1729	95
695	5847	190
632	8595	675
106	3790	215
545	3676	95
663	7398	190
645	3019	410
508	3844	250
178	8105	540
395	1235	185
999	7619	690
149	6324	590
157	1656	225
89	9704	425
800	9374	100
381	7892	445
523	4544	215
97	3649	315
480	4351	440
562	1931	605
471	6927	65
8	6574	130
426	2193	0
555	11	305
983	5499	440
798	5019	140
248	5472	570
1000	484	720
982	4988	630
968	204	590
627	3210	520
886	1517	445
732	1426	700
669	5182	670
205	547	635
697	4521	630
690	6284	65
629	5500	50
277	1802	450
622	7715	420
985	453	20
821	6129	315
858	3310	450
959	2632	730
507	974	155
135	807	700
77	5152	675
106	6909	710
698	5283	65
605	7957	180
870	2437	550
733	1924	325
985	9487	695
598	6637	605
763	5043	190
644	999	395
480	4806	665
930	3374	140
940	8025	545
614	8685	675
846	9460	345
635	4912	525
448	8660	720
590	7061	660
585	3254	725
646	2528	610
254	1947	455
12	5595	40
26	7317	470
438	340	430
227	7463	645
68	4136	160
520	4627	520
445	9053	275
328	5555	140
157	3541	60
341	4892	95
264	7017	655
207	5608	500
735	2350	560
364	738	95
17	5148	525
951	5647	5
77	3090	560
607	8391	370
382	2757	480
737	4280	50
726	4320	250
175	5030	310
722	3929	450
303	9706	165
687	1775	595
120	1530	555
685	4476	505
205	59	495
270	1384	490
399	4815	660
687	2214	295
183	3018	320
881	4586	280
763	7880	285
149	8376	715
583	3446	155
77	874	165
116	1756	370
297	1434	625
304	4979	400
121	245	455
113	6424	130
960	3125	570
375	2104	575
234	867	80
709	5722	245
19	512	595
239	7966	430
921	4320	115
456	1480	35
752	6437	240
380	8421	500
688	2324	330
531	330	275
238	7254	405
221	5032	355
751	2022	575
144	7816	740
8	5636	105
984	7108	485
421	5335	585
748	5417	115
163	7944	260
678	5080	365
796	6503	185
718	5826	700
410	622	95
172	1142	475
935	9925	355
893	239	425
19	1126	190
197	4509	145
989	56	580
605	5674	615
651	4621	550
114	4555	365
646	260	655
933	1848	160
209	5628	35
551	5029	625
504	3046	690
722	7559	700
367	576	430
209	8813	260
234	6195	535
864	371	35
450	1934	290
205	1204	110
380	9391	405
566	9445	495
572	1710	505
675	1064	380
872	3671	25
156	7110	235
836	5034	260
475	8001	555
541	7086	690
400	1677	615
109	8001	525
448	1689	440
451	4081	390
292	6273	715
592	385	205
541	6085	430
861	6346	190
217	998	140
963	5532	715
320	8318	230
136	5462	565
804	6416	600
676	108	200
951	2986	355
590	560	245
614	1174	290
189	372	80
388	6490	685
513	4752	520
748	9298	175
885	1600	555
548	7810	75
318	9542	675
798	879	330
564	1265	430
564	8192	600
831	6620	590
150	3178	175
441	2416	250
3	9907	365
150	8227	400
786	2238	55
577	7832	340
437	4347	205
549	936	300
748	7722	115
37	1774	595
661	7255	275
375	2079	140
586	4621	275
517	5690	585
124	2360	260
437	3449	645
302	8734	310
938	2995	625
703	285	355
176	8022	265
492	3397	130
845	7335	55
127	5765	465
295	8856	590
180	5913	50
860	5289	735
296	3379	360
40	3405	10
862	5790	475
169	5996	385
701	443	205
153	9384	540
795	6221	220
828	2876	580
345	8041	655
286	3271	460
373	9221	105
379	1225	350
461	5663	50
346	4156	720
838	942	0
835	5107	740
450	6387	425
762	8313	495
25	7293	100
463	7887	250
335	2370	215
266	3357	200
33	2498	365
766	6089	715
178	4110	365
138	2877	85
404	6692	515
377	2866	695
751	6880	750
537	8195	360
793	5828	420
197	4041	235
72	1601	440
76	201	15
927	1934	120
557	4059	670
861	5660	270
909	6498	60
228	1199	35
791	3420	245
764	7105	235
817	6806	450
110	8816	275
164	3431	385
650	5671	575
723	134	625
626	8973	375
556	5915	20
254	977	185
117	4461	330
616	2383	110
460	1681	145
29	2039	45
450	5104	350
602	973	580
517	9682	560
416	2608	685
121	2210	140
960	3544	640
351	5612	420
551	8406	655
57	1609	505
90	9329	165
377	1635	350
422	3811	640
864	3824	35
389	5609	240
175	4735	275
418	2824	625
883	8688	320
249	8942	230
405	6231	395
307	7655	240
627	9810	585
483	1193	260
276	8885	135
64	7350	595
888	3185	705
931	8404	150
523	373	575
832	9867	545
477	4817	290
313	2758	40
484	3483	610
363	3402	395
720	1150	285
94	6869	570
641	8167	65
902	8041	740
909	6213	225
126	5828	700
995	7595	270
104	3561	525
444	6228	350
127	4951	660
435	7537	400
910	1601	385
857	6180	210
650	1423	290
15	4092	355
372	6596	670
410	4838	345
48	3519	545
753	1574	560
104	8220	315
491	3296	635
557	4281	380
328	616	275
169	8741	20
353	6873	485
697	217	495
240	490	675
976	6237	250
946	1129	165
940	4212	455
887	5547	420
239	225	195
906	7571	420
681	1954	670
262	2741	50
691	2884	520
160	310	115
710	5336	155
671	8247	370
152	1038	105
621	8990	680
593	2120	200
282	1819	80
676	5303	490
369	6938	470
555	6118	415
222	9089	720
181	1703	400
633	6478	130
905	3585	710
787	3788	680
841	9115	440
931	6729	700
820	2430	110
751	9457	155
147	4063	335
855	6928	125
15	3647	195
602	2797	195
911	5317	660
297	1722	340
18	2077	670
320	4162	340
794	363	730
280	2367	220
248	5545	410
89	7312	595
688	4163	45
996	126	130
41	3382	315
812	5033	225
188	1609	645
938	2700	185
840	7886	350
148	7531	740
491	2101	405
540	555	705
97	9729	675
16	8833	375
932	2331	90
806	5728	380
747	3854	615
93	172	475
475	8258	650
817	7272	210
457	1129	225
424	4258	510
983	2227	740
730	2989	180
794	486	55
817	5917	70
18	8150	225
674	2950	535
687	3582	680
523	5391	565
938	5657	230
698	3177	470
684	9301	440
352	4726	270
276	6417	535
605	5001	685
197	2260	745
815	6459	195
676	282	20
436	6735	665
122	1610	460
91	1651	490
403	8478	405
181	5544	230
287	7487	715
721	2166	170
20	2696	310
411	4065	610
874	6210	505
964	7220	115
855	5748	245
571	9230	230
778	6403	100
265	3581	300
192	6495	245
257	2493	290
34	7328	605
986	545	50
272	6132	750
157	3079	265
380	5540	430
720	8511	365
368	9532	85
156	5070	150
313	1193	170
624	7923	145
586	3403	635
759	6747	140
988	3982	110
65	2177	430
77	103	410
534	2893	335
523	4639	735
821	2905	80
554	2252	575
814	1829	90
370	1311	190
164	3524	440
953	4308	600
580	4551	140
726	6846	495
14	2847	545
545	2741	100
362	1463	345
204	3477	340
96	3444	105
503	8992	615
455	3952	670
845	8095	425
992	6810	125
726	5752	220
748	200	550
487	9097	330
114	9076	615
616	984	255
26	2365	535
904	6667	330
17	7336	275
286	2577	350
943	7557	320
593	229	270
69	76	715
217	7335	350
596	2073	215
82	1968	500
282	5644	70
572	3561	695
545	2920	545
32	2623	380
546	6386	60
105	1807	745
720	3988	435
148	8796	340
987	6411	575
734	1996	240
228	3764	130
248	6553	565
417	9770	180
256	6418	240
568	9282	285
700	8823	635
319	1438	240
425	6768	380
55	9861	675
208	3595	125
214	1057	240
796	5453	340
42	3513	675
637	2314	700
269	7358	380
193	2107	535
788	4714	725
844	7056	750
346	8831	720
993	3345	345
642	8397	675
183	9873	125
71	8606	400
747	499	585
379	8316	365
158	6525	525
702	6348	0
429	9885	370
142	8521	585
660	5982	665
706	5713	600
888	1906	590
189	3963	470
292	305	715
179	237	595
771	1699	225
208	9709	280
690	7626	520
385	4108	365
411	2686	245
530	3349	120
747	9354	435
610	9444	485
71	4486	245
519	7130	85
306	9371	575
373	4129	620
257	9630	685
748	2489	265
785	4014	100
178	8126	40
79	5575	325
545	6893	495
460	366	510
99	5922	345
994	8367	425
856	3500	460
578	4751	210
790	6782	585
330	2293	690
743	9964	240
60	9179	315
712	4685	715
229	3816	255
783	5759	685
186	8355	315
969	8824	295
881	132	335
733	5340	260
353	4551	460
49	104	365
774	5811	90
464	9786	660
396	5027	660
16	9220	200
980	5380	295
150	7768	135
169	6093	160
702	8628	340
170	3419	155
298	6506	660
569	880	325
182	5927	385
106	9299	730
59	2581	600
48	820	195
960	3495	65
272	6767	720
442	2012	395
892	3625	665
558	1437	465
271	490	495
770	3494	330
48	7535	490
485	3113	105
880	6265	20
157	4530	685
393	8815	340
232	2719	365
185	3234	105
249	6661	205
570	7513	125
812	9916	75
39	6134	55
498	821	465
586	940	640
208	7888	470
446	4306	320
215	9589	130
17	6025	265
812	6258	570
598	3238	275
160	2802	375
13	2017	545
170	3191	145
822	9895	315
833	9920	420
705	1491	50
904	785	35
400	8392	680
716	7587	305
226	4064	735
330	7481	335
441	6836	445
350	1102	350
958	7857	305
234	9031	130
265	3611	150
154	6176	190
493	7018	545
47	907	645
66	3843	105
102	7681	635
783	4703	545
725	1074	620
584	6313	320
129	5887	720
868	8071	540
991	156	505
173	2184	180
627	3973	505
526	3375	635
968	5789	100
810	5686	605
759	3421	165
389	9918	645
134	5211	630
591	7412	695
741	9906	270
560	9621	105
686	2206	420
568	7858	360
763	7984	130
172	3930	505
300	6275	255
527	7838	380
24	8235	300
688	2491	320
947	1038	635
308	3177	170
668	5664	230
819	9765	65
45	1445	600
429	6009	620
533	5877	190
346	2025	180
125	2550	685
662	8001	315
727	5204	90
397	5007	630
982	6050	125
43	6181	205
103	3460	225
311	8034	160
199	5549	610
788	1036	40
403	8931	640
421	6242	695
383	5337	520
312	3095	535
576	293	460
966	6818	605
304	6256	285
733	7699	575
580	2243	145
863	8492	260
555	6844	695
636	9833	430
838	7255	170
204	6239	10
171	1294	620
708	8087	245
197	3275	105
510	3658	355
749	9780	455
186	7501	15
160	8343	590
133	90	200
474	451	290
258	5270	500
567	4227	340
400	3106	330
501	5641	580
261	6770	30
37	7795	410
336	9374	15
146	7537	235
851	7800	190
414	7824	500
856	818	195
476	4342	585
309	8703	55
2	3360	330
153	123	550
681	9494	665
136	8514	380
268	2317	180
555	5967	475
212	2328	315
703	2550	435
166	2896	150
749	8405	495
508	6365	80
863	5080	410
22	645	625
247	7739	150
507	972	205
864	5194	220
860	5101	335
711	103	655
491	9553	330
9	8087	60
325	766	180
831	6572	605
868	8814	40
229	8720	390
832	6115	590
955	9263	115
911	6885	310
188	197	140
416	9354	450
824	7539	590
815	8488	535
121	6430	25
60	2145	705
820	2680	265
240	2648	605
576	1017	200
658	9625	525
676	4225	705
478	1995	130
757	3619	465
387	6506	300
220	613	705
491	6818	595
899	2300	645
616	1927	190
155	9887	550
180	9299	555
757	6862	560
438	9090	645
929	9895	45
671	5852	125
871	2634	410
847	3785	130
406	7886	160
733	7890	695
752	4501	20
761	5676	10
472	4107	615
54	8285	555
393	1430	225
710	3695	605
730	7719	440
606	8116	385
714	3522	370
132	3461	235
963	5621	515
259	1035	645
864	9734	325
945	6579	670
289	7552	135
144	2630	70
662	5585	480
660	1862	605
819	4809	30
973	9920	10
197	1784	335
155	9602	690
369	2453	140
169	1953	475
954	6074	335
780	2899	195
272	3051	120
463	9525	605
572	9945	665
704	8318	345
914	3016	25
697	2533	450
540	6245	505
268	5340	70
937	1786	55
17	1018	700
72	9513	625
507	7716	275
117	2616	750
767	5938	615
374	9498	650
759	3309	260
745	7137	205
360	6474	580
77	7144	370
661	1139	195
598	6498	420
605	8313	575
50	1136	620
195	3852	325
558	1668	215
141	5522	275
823	8081	130
896	2147	145
304	7983	560
84	9702	735
125	8372	610
869	8041	75
159	3764	365
242	8715	600
220	1995	75
619	978	645
481	6753	340
763	775	0
237	1887	620
670	6669	455
627	2202	60
241	1753	180
360	4154	470
137	5254	610
890	637	560
16	9861	85
789	3543	245
611	9648	210
346	9619	520
810	9594	190
281	2091	280
626	6253	15
61	3367	485
612	4517	385
610	9773	455
42	8658	690
653	859	470
906	7779	550
420	9525	540
650	8055	155
919	6248	90
520	1624	120
95	6681	615
73	8739	110
603	7257	305
124	7528	300
884	1363	620
840	3907	480
359	8125	310
335	2729	295
374	3643	605
462	7673	435
177	6696	110
711	4435	375
569	2101	690
644	5853	25
92	7454	100
849	7415	750
53	4464	240
360	1310	635
200	1952	145
474	6926	715
67	3873	495
52	7058	570
542	9005	325
987	2957	35
120	2222	40
604	1907	325
275	3717	725
838	3863	185
782	2259	230
676	3075	55
181	8777	445
51	14	380
469	9646	190
38	6905	115
279	3947	675
914	9883	715
192	5019	230
925	605	350
79	7442	145
119	1949	255
181	3886	505
928	3046	70
840	9049	390
869	9160	475
33	6207	55
615	9311	185
431	1175	455
823	7782	115
654	4720	695
198	7753	680
373	2685	620
1	1682	475
100	4659	310
946	4226	155
509	4797	680
943	1996	610
923	7776	355
479	437	340
275	7915	150
439	6552	95
178	3478	705
213	4763	505
848	398	515
999	13	40
737	7388	735
144	2915	745
114	6722	110
100	869	720
716	5500	610
644	2605	435
404	2205	205
981	9685	380
781	7570	715
213	7443	220
704	4246	115
254	6995	50
136	2562	625
705	1625	30
74	9346	350
250	2388	105
932	9105	100
19	9432	55
590	1343	725
981	7981	120
898	5004	5
180	9987	190
